#OTU ID,Domain,Phylum,Class,Order,Family,Genus,Species
OTU1278,Bacteria,AD3,AY289487_c,FJ625337_o,FJ625337_f,FJ625337_g,
OTU1279,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,GU199451_f,DQ984558_g,
OTU128,Eukarya,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium,Klebsormidium_flaccidum
OTU1280,Bacteria,Acidobacteria,Solibacteres,EU445199_o,EU445199_f,DQ451510_g,
OTU1281,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,KB906767_g,
OTU1282,Unassigned,,,,,,
OTU1283,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Nevskia,
OTU1284,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,DQ906071_g,
OTU1285,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,,
OTU1286,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1287,Bacteria,TM6,TM6_c,Babela_o,Babela_f,Babela,
OTU1288,Bacteria,Planctomycetes,AM056027_c,HQ681992_o,HQ681992_f,EF515912_g,
OTU1289,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
OTU129,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,JF807641_g,
OTU1290,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,
OTU1291,Bacteria,Chloroflexi,Anaerolineae,Anaerolinaeles,DQ404819_f,DQ404819_g,HQ595226_s
OTU1292,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Caryophanon,
OTU1293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,EU861940_g,
OTU1294,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AY234741_g,
OTU1295,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,,
OTU1296,Bacteria,Armatimonadetes,FJ479425_c,JF319233_o,JF319233_f,GQ397023_g,
OTU1297,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
OTU1298,Bacteria,Tenericutes,Mollicutes,JPXG_o,JPXG_f,HQ645183_g,
OTU1299,Eukarya,Chlorophyta,Trebouxiophyceae,Coccomyxa_o,Coccomyxa_f,Coccomyxa,
OTU13,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,FR687426_f,,
OTU130,Eukarya,Streptophyta,Polypodiopsida,Polypodiales,,,
OTU1300,Bacteria,Kazan,CP011216_c,FJ478736_o,FJ478736_f,FJ478736_g,
OTU1301,Unassigned,,,,,,
OTU1302,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,CP011489_f,CP011489_g,
OTU1303,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1304,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,
OTU1305,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,
OTU1306,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,GQ402597_g,
OTU1307,Bacteria,Nitrospirae,Nitrospira_c,Nitrospirales,Nitrospiraceae,Nitrospira,
OTU1308,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1309,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,
OTU131,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,Frankiaceae,Frankia,
OTU1310,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Labilithrix,
OTU1311,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU1312,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,HQ190378_g,
OTU1313,Eukarya,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,Scenedesmus_obliquus
OTU1314,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,GQ263992_g,
OTU1315,Bacteria,Armatimonadetes,FJ479425_c,FJ479425_o,FJ479425_f,FJ478555_g,
OTU1316,Bacteria,Acidobacteria,HM185886_c,HM185886_o,HM185886_f,GU127807_g,
OTU1317,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,PAC000559_g,
OTU1318,Unassigned,,,,,,
OTU1319,Bacteria,Actinobacteria,Actinobacteria_c,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium_acnes
OTU132,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidipila,
OTU1320,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU1321,Bacteria,Chloroflexi,HM748667_c,HM748667_o,HM748667_f,HM748667_g,
OTU1322,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU1323,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,,
OTU1324,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,AY673403_f,,
OTU1325,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1326,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU1327,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Chryseolinea,
OTU1328,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,HQ864095_g,
OTU1329,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU133,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,DQ833485_g,
OTU1330,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Singulisphaera,
OTU1331,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bosea_f,Bosea,
OTU1332,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AF445645_g,
OTU1333,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Kallotenuaceae,EU861840_g,
OTU1334,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU881261_f,EU881261_g,
OTU1335,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,
OTU1336,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU1337,Bacteria,Acidobacteria,CP015136_c,CP015136_o,CP015136_f,FJ478829_g,
OTU1338,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,AY913229_g,
OTU1339,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU134,Bacteria,Actinobacteria,Actinobacteria_c,Propionibacteriales,Nocardioidaceae,Marmoricola,
OTU1340,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,GQ402597_g,
OTU1341,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,,
OTU1342,Unassigned,,,,,,
OTU1343,Bacteria,Acidobacteria,DQ513087_c,DQ513087_o,DQ513087_f,HQ445680_g,
OTU1344,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU1345,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,EU680443_f,EU680443_g,
OTU1346,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,FN428761_g,
OTU1347,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,Acidibacter,
OTU1348,Unassigned,,,,,,
OTU1349,Bacteria,Saccharibacteria_TM7,Saccharimonas_c,Saccharimonas_o,EU135366_f,,
OTU135,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,HM748676_g,
OTU1350,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,HM748676_g,
OTU1351,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EF516298_g,
OTU1352,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,JX505200_g,JX505133_s
OTU1353,Bacteria,Tenericutes,Mollicutes,JPXG_o,JPXG_f,HQ645183_g,
OTU1354,Bacteria,Cyanobacteria,JF737898_c,JF737898_o,EF018129_f,EF018129_g,
OTU1355,Bacteria,Proteobacteria,Betaproteobacteria,AY234747_o,AY234747_f,AY234747_g,
OTU1356,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Kouleothrix_f,FJ478841_g,
OTU1357,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labrys_f,Labrys,
OTU1358,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU1359,Bacteria,Actinobacteria,Actinobacteria_c,Propionibacteriales,Propionibacteriaceae,Microlunatus,
OTU136,Bacteria,Chlorobi,Ignavibacteriae,JF703539_o,JF703539_f,JF703539_g,
OTU1360,Bacteria,Acidobacteria,Z95718_c,Z95718_o,Z95718_f,Z95718_g,
OTU1361,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,FR687426_f,FR687426_g,
OTU1362,Bacteria,Nitrospirae,Nitrospira_c,Nitrospirales,Nitrospiraceae,Nitrospira,
OTU1363,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,EU335275_f,FJ479597_g,
OTU1364,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,EU370957_g,
OTU1365,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU1366,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU1367,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,GQ339162_g,
OTU1368,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
OTU1369,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,Acidibacter,
OTU137,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU1370,Bacteria,Cyanobacteria,JQ650114_c,JQ650114_o,JQ650114_f,JQ650114_g,
OTU1371,Bacteria,Chloroflexi,Thermomicrobia,EU861898_o,EU861898_f,EU861898_g,EU861898_s
OTU1372,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,EU421859_g,
OTU1373,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU1374,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,
OTU1375,Bacteria,Chloroflexi,GQ396871_c,GQ396871_o,GQ396871_f,GQ396871_g,
OTU1376,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ479158_g,
OTU1377,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,,
OTU1378,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,GU454944_g,
OTU1379,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,FJ793180_f,FJ793180_g,
OTU138,Eukarya,Streptophyta,Bryopsida,,,,
OTU1380,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,GQ397067_g,
OTU1381,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU1382,Bacteria,Actinobacteria,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,EU289467_g,
OTU1383,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU1384,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Thioprofundum,
OTU1385,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU1386,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,
OTU1387,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324,EU491889_f,EU491889_g,
OTU1388,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,CP011489_f,CP011489_g,
OTU1389,Bacteria,Chlorobi,Ignavibacteriae,JF703539_o,JF703539_f,JF703539_g,
OTU139,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,EU881226_g,
OTU1390,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU1391,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,AB511016_f,AB511016_g,
OTU1392,Unassigned,,,,,,
OTU1393,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,AF407717_g,
OTU1394,Bacteria,Chloroflexi,FR749824_c,FR749824_o,FR749824_f,FR749824_g,
OTU1395,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,
OTU1396,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,DQ906071_g,
OTU1397,Bacteria,Chloroflexi,FR749824_c,EF516434_o,EF516434_f,EF516434_g,EF516434_s
OTU1398,Unassigned,,,,,,
OTU1399,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,AF358012_f,AF358012_g,
OTU14,Bacteria,Actinobacteria,Actinobacteria_c,Frankiales,Geodermatophilaceae,Blastococcus,
OTU140,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonas_f,Methylobacter,
OTU1400,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
OTU1401,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1402,Unassigned,,,,,,
OTU1403,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,,
OTU1404,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,AY281358_f,,
OTU1405,Bacteria,Planctomycetes,DQ228400_c,DQ228400_o,DQ228400_f,DQ228400_g,
OTU1406,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,FJ466216_g,
OTU1407,Unassigned,,,,,,
OTU1408,Unassigned,,,,,,
OTU1409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Parvibaculum_f,Parvibaculum,
OTU141,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,JADL_g,
OTU1410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,
OTU1411,Unassigned,,,,,,
OTU1412,Bacteria,Elusimicrobia,Elusimicrobia_c,Elusimicrobiales,AF407708_f,AF407708_g,
OTU1413,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodopila,
OTU1414,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,Gemmata,
OTU1415,Bacteria,Saccharibacteria_TM7,Saccharimonas_c,Saccharimonas_o,JF421159_f,JF421159_g,
OTU1416,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,GQ263992_g,
OTU1417,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ625346_g,
OTU1418,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,GQ397067_g,
OTU1419,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,JF807641_g,
OTU142,Bacteria,Actinobacteria,Thermoleophilia,Thermoleophilales,Thermoleophilaceae,AB630582_g,
OTU1420,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1421,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Lentimicrobiaceae,EF562574_g,
OTU1422,Bacteria,Chloroflexi,FR749824_c,EF020133_o,EF020133_f,EF020133_g,
OTU1423,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,HQ178786_f,EF520590_g,
OTU1424,Eukarya,Chlorophyta,Trebouxiophyceae,Chlorellales,Oocystaceae,Oocystis,
OTU1425,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ625346_g,
OTU1426,Unassigned,,,,,,
OTU1427,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU1428,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,EF580964_g,
OTU1429,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU143,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,CP011489_f,CP011489_g,
OTU1430,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,
OTU1431,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,AJ009449_g,
OTU1432,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Aciditerrimonas,
OTU1433,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,HM131972_g,
OTU1434,Eukarya,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,,
OTU1435,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,DQ906827_g,
OTU1436,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,EF516607_g,
OTU1437,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,
OTU1438,Unassigned,,,,,,
OTU1439,Bacteria,Bacteroidetes,Sphingobacteriia,HQ178786_o,HQ178786_f,GQ472380_g,
OTU144,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Pseudolabrys,
OTU1440,Bacteria,Proteobacteria,Betaproteobacteria,Sterolibacterium_o,Sterolibacterium_f,,
OTU1441,Bacteria,Actinobacteria,Actinobacteria_c,Micrococcales,Microbacteriaceae,,
OTU1442,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Methylohalomonas_f,EU753674_g,
OTU1443,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,FJ478962_g,
OTU1444,Bacteria,Chloroflexi,JQ738915_c,JQ738915_o,JQ738915_f,JQ738915_g,JQ738915_s
OTU1445,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,DQ906072_g,
OTU1446,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Schlesneria,
OTU1447,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,
OTU1448,Bacteria,Chloroflexi,HM748667_c,EF590008_o,EF590008_f,EF590008_g,EF590008_s
OTU1449,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,EU589248_g,
OTU145,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,AB672287_g,
OTU1450,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,FJ889275_g,
OTU1451,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
OTU1452,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,EU589314_f,EF516387_g,
OTU1453,Bacteria,WS5,WS5_c,EU644175_o,EU644175_f,EU644175_g,
OTU1454,Bacteria,Chlorobi,Ignavibacteriae,HQ014634_o,HQ014634_f,GQ397011_g,
OTU1455,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,,
OTU1456,Unassigned,,,,,,
OTU1457,Bacteria,Chloroflexi,Ktedonobacteria,AY673403_o,AY673403_f,,
OTU1458,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,FJ889281_f,FJ889281_g,
OTU1459,Bacteria,AD3,AY289487_c,FJ625337_o,FJ625337_f,FJ625337_g,
OTU146,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,HM748754_g,
OTU1460,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,DQ906078_f,DQ906078_g,
OTU1461,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,EU335275_f,EU335275_g,
OTU1462,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,DQ906071_g,
OTU1463,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmata_f,,
OTU1464,Bacteria,Gemmatimonadetes,Gemmatimonadetes_c,Gemmatimonadales,Gemmatimonadaceae,,
OTU1465,Bacteria,Acidobacteria,Solibacteres,EU445199_o,EU445199_f,DQ451510_g,
OTU1466,Bacteria,Acidobacteria,CP015136_c,CP015136_o,HM445331_f,HM445331_g,
OTU1467,Bacteria,Acidobacteria,CP015136_c,CP015136_o,CP015136_f,Z95727_g,
OTU1468,Bacteria,Nitrospirae,Nitrospira_c,Nitrospirales,Nitrospiraceae,Nitrospira,
OTU1469,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,AP014683_g,
OTU147,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,
OTU1470,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,,
OTU1471,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU1472,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacter_o,Steroidobacter_f,Acidibacter,
OTU1473,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Parvibaculum_f,AF370880_g,
OTU1474,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Tepidisphaeraceae,Tepidisphaera,
OTU1475,Unassigned,,,,,,
OTU1476,Bacteria,Actinobacteria,Rubrobacteria,Gaiellales,HM748665_f,HM748665_g,
OTU1477,Bacteria,OMAN,OMAN_c,OMAN_o,OMAN_f,EU044230_g,
OTU1478,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,
OTU1479,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,DQ906086_g,
